num_posts,SEVERE_TOXICITY,SEVERE_TOXICITY80p,fixation_dict_incels,fixation_dict_td,NegativeEmotion,CoreHostility,We,They,length,count_repeated,kind,ptile
3,31.933337,0.0,0.0,0.0,2.272727272727273,2.272727272727273,1.1363636363636365,0.0,157.0,88,before,2
1,70.273,0.0,0.0,0.0,50.0,100.0,0.0,0.0,7.0,2,before,1
6,71.25087,0.0,0.0,0.0,2.4390243902439024,7.317073170731707,0.0,0.0,31.0,41,before,2
2,21.506211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,18,before,2
59,77.53685,0.0,2.2568093385214008,0.1556420233463035,1.634241245136187,2.8015564202334633,0.07782101167315175,1.634241245136187,82.0,1285,before,3
1,10.8786255,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,60.0,13,before,1
2,33.7596,0.0,2.380952380952381,0.0,4.761904761904762,4.761904761904762,0.0,0.0,113.5,42,before,2
2,56.46193,0.0,0.5333333333333333,0.0,3.2,3.733333333333334,0.0,1.6,1053.5,375,before,2
6,70.73303,0.0,7.865168539325842,0.0,1.1235955056179776,1.1235955056179776,1.1235955056179776,0.0,59.5,89,before,2
10,60.995524999999994,0.0,0.78125,0.0,0.78125,0.5208333333333333,0.26041666666666663,0.78125,212.0,384,before,3
51,77.90853,0.0,2.2506082725060828,0.06082725060827251,2.67639902676399,4.318734793187348,0.851581508515815,1.094890510948905,79.0,1644,before,3
59,79.34220400000001,0.0,1.998311286236983,0.22516183506895582,2.758232479594709,4.0529130312412045,0.703630734590487,2.6737967914438503,149.0,3553,before,3
2,74.73183,0.0,0.0,0.0,25.0,41.66666666666667,0.0,0.0,31.0,12,before,2
1,2.7653031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10,before,1
1,6.3893854999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5,before,1
1,0.9079312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,9,before,1
1,4.0693615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4,before,1
3,82.14078,33.33333333333333,0.0,0.0,2.73972602739726,5.47945205479452,0.0,1.36986301369863,185.0,73,before,2
512,86.612374,0.390625,1.514854717597127,0.08488410055501142,2.1547502448579823,2.1939275220372183,0.14365001632386548,1.691152464903689,130.0,15315,before,4
1,10.485522399999999,0.0,7.6923076923076925,0.0,2.564102564102564,10.256410256410255,0.0,0.0,235.0,39,before,1
1,0.73408606,0.0,0.0,0.0,1.639344262295082,1.639344262295082,0.0,3.278688524590164,445.0,61,before,1
1,4.8787694,0.0,0.0,0.0,2.5,2.5,0.0,0.0,210.0,40,before,1
4,57.314885000000004,0.0,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,83.0,63,before,2
3,7.99902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,91,before,2
1,2.1827955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5,before,1
2,77.87489,0.0,16.666666666666664,0.0,16.666666666666664,33.33333333333333,0.0,0.0,15.5,6,before,2
1,44.300762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,19,before,1
1,8.178747999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8,before,1
1,1.5381610000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5,before,1
1,0.7794991,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,43.0,6,before,1
2,82.05029400000001,50.0,0.0,0.0,4.705882352941177,14.117647058823529,2.3529411764705883,0.0,226.0,85,before,2
199,91.519904,2.512562814070352,0.34602076124567477,0.02883506343713956,2.9988465974625145,3.9504036908881197,0.8073817762399077,0.8938869665513265,73.0,3468,before,4
1,20.00531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,58,before,1
2,7.285002,0.0,10.0,0.0,0.0,0.0,0.0,0.0,49.5,20,before,2
9,65.46014,0.0,0.0,0.0,2.203856749311295,2.7548209366391188,0.27548209366391185,0.0,227.0,363,before,3
1,5.6126356,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,32.0,6,before,1
1,1.8451665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,before,1
1,8.837072599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,10,before,1
1,61.25332999999999,0.0,0.0,0.0,50.0,100.0,0.0,0.0,13.0,2,before,1
549,89.342934,3.4608378870673953,2.76144208642291,0.0,2.633597545384812,4.321145487087701,0.383533623114293,1.534134492457172,23.0,3911,before,4
6,56.112486,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,1.3513513513513513,45.0,74,before,2
2,34.829015000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5,before,2
17,82.14078,5.88235294117647,2.3738872403560833,0.0,4.005934718100891,7.71513353115727,1.3353115727002967,1.3353115727002967,99.0,674,before,3
11,79.1641,0.0,4.484304932735426,0.0,3.587443946188341,5.829596412556054,0.0,1.345291479820628,60.0,223,before,3
8,18.857142,0.0,2.479338842975207,0.0,0.8264462809917356,0.0,0.8264462809917356,1.6528925619834711,87.5,121,before,2
2,19.436581,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,22.0,9,before,2
16,78.53278999999999,0.0,4.519774011299435,0.0,2.2598870056497176,6.779661016949152,0.0,1.1299435028248588,43.5,177,before,3
1,26.261464,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,166.0,29,before,1
7,51.37141,0.0,0.0,0.0,2.608695652173913,2.608695652173913,2.608695652173913,0.0,43.0,115,before,2
1,1.4501389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,9,before,1
116,89.113945,13.793103448275861,2.3185747969609642,0.06549646319098767,2.6853549908304952,3.7856955724390886,1.1658370447995807,2.0434896515588155,222.5,7634,before,4
1,5.3101934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,11,before,1
2,3.1171719,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11.5,5,before,2
9,53.94235,0.0,0.975609756097561,0.0,2.4390243902439024,1.4634146341463417,0.0,0.975609756097561,75.0,205,before,3
7,24.333285,0.0,0.9523809523809524,0.0,1.9047619047619049,3.8095238095238098,0.0,0.0,54.0,105,before,2
20,69.65695600000001,0.0,2.976190476190476,0.0,0.5952380952380952,1.7857142857142856,0.0,1.1904761904761905,36.5,168,before,3
53,77.35596,0.0,1.3416815742397137,0.08944543828264759,2.6833631484794274,2.862254025044723,0.26833631484794274,1.2522361359570662,67.0,1118,before,3
